Proprietario_lote;Gerencia;Lote;AL;Material;Descr_Material;NCM;Grupo_de_Mercadoria;Centro_Atual;Elemento_Pep;Deposito;Tipo_de_Avaliacao;Lote_do_NM;Num_de_Serie;Quantidade_Original;Quantidade_de_Retirada_DIP;Quantidade_não_localizada;Quantidade_Atual;Unidade;Alienação_Autorizada?;ISA_de_Retirada;Data_de_retirada;Quantidade_fotos_lote;Valor_contabil_total;Valor_de_reposição_unitario;Valor_de_reposição_total;VMA_unitario;VMA_total;Local_de_armazenamento;ISA_SIPA;Data_SIPA;Tipo_de_venda;Informações_do_processo_de_venda_SUPERBID;ISA_envio_de_demanda_ao_ARM;Data_de_envio_ao_ARM;Responsável_pelo_lote
Petrobras;AGP/UN-ES;212330001;1;10037590;Lixa d' gua GrÆo 320 225x275mm;68052000;23131507;2306;;E101;CONS/NAC;CONS/NAC;;14;;;;UN;Autorizada;;;;14,7636;0,812605193;11,3764727;0,497314378;6,962401295;SERRA - ES;;;SUCATA;;;;
